Reference 
;-2;-1;1.5;0;0;0;0;0;0;0;0;0
;-2;-1.00001;1.5;1.205e-06;6.36442e-05;-0.000407756;6.36442e-05;4.36802e-05;0.00164479;-0.0141428;0.00164479;0.000269661
;-1.99998;-1.00004;1.50002;9.82803e-06;0.00116357;-0.000647376;0.00116357;0.000506613;0.0548521;6.04775e-18;0.0548521;0.0249143
;-1.99981;-1.00007;1.50019;8.90702e-05;0.00679885;-0.000413724;0.00679885;0.00320178;0.183059;0.0194606;0.183059;0.089559
;-1.99916;-1.00003;1.50084;0.000399342;0.0207195;0.00253502;0.0207195;0.00997326;0.386267;0.110989;0.386267;0.17902
;-1.99753;-0.999705;1.50247;0.00114901;0.0466755;0.0119352;0.0466755;0.0204748;0.664474;0.277518;0.664474;0.234375
;-1.99423;-0.998675;1.50577;0.00247629;0.0879159;0.0309348;0.0879159;0.0327446;0.976911;0.472964;0.976911;0.25
;-1.98851;-0.996477;1.51149;0.00442602;0.143139;0.0579942;0.143139;0.0452446;1.21952;0.596913;1.21952;0.25
;-1.97975;-0.992803;1.52025;0.00700075;0.208618;0.089376;0.208618;0.0577446;1.38714;0.645862;1.38714;0.25
;-1.96754;-0.98753;1.53246;0.0102005;0.280603;0.12133;0.280603;0.0702446;1.47975;0.619811;1.47975;0.25
;-1.95164;-0.980723;1.54836;0.0140252;0.355355;0.150107;0.355355;0.0827446;1.5;0.51876;1.5;0.25
;-1.932;-0.972635;1.568;0.0184749;0.430355;0.171956;0.430355;0.0952446;1.5;0.34271;1.5;0.25
;-1.90861;-0.963695;1.59139;0.0235497;0.505355;0.184073;0.505355;0.107745;1.5;0.153883;1.5;0.25
;-1.89541;-0.954354;1.60459;0.0268573;0.543156;0.188594;0.543156;0.115178;1.5;0.0394602;1.5;0.25
;-1.89541;-0.9449;1.60459;0.0268573;0.543156;0.189269;0.543156;0.115178;1.5;3.74633e-05;1.5;0.25
;-1.89541;-0.94466;1.60459;0.0268573;0.543156;0.189267;0.543156;0.115178;1.5;1.28183e-05;1.5;0.25
;-1.86639;-0.935204;1.63361;0.0329245;0.617531;0.188643;0.617531;0.127344;1.4625;-0.0374872;1.4625;0.23
;-1.83372;-0.925858;1.66628;0.0395584;0.688156;0.184268;0.688156;0.137511;1.35;-0.149987;1.35;0.17
;-1.7977;-0.916902;1.7023;0.0466089;0.751281;0.172394;0.751281;0.143678;1.1625;-0.33745;1.1625;0.07
;-1.75878;-0.908789;1.74122;0.0538266;0.803156;0.150605;0.803156;0.143911;0.9;-0.521622;0.9;-0.0613708
;-1.71763;-0.901964;1.78237;0.0608984;0.840031;0.121482;0.840031;0.138105;0.5625;-0.630794;0.5625;-0.164214
;-1.67509;-0.8967;1.82491;0.067568;0.858156;0.0887754;0.858156;0.128156;0.15;-0.664965;0.15;-0.227056
;-1.63219;-0.893084;1.86781;0.0736783;0.854166;0.0562353;0.854166;0.116066;-0.303283;-0.624137;-0.303283;-0.249899
;-1.59003;-0.891012;1.90997;0.0791691;0.829035;0.0276117;0.829035;0.103566;-0.689466;-0.508309;-0.689466;-0.25
;-1.54957;-0.890195;1.95043;0.0840349;0.786469;0.00665413;0.786469;0.091066;-1.00065;-0.317813;-1.00065;-0.25
;-1.51161;-0.890176;1.98839;0.0882757;0.73022;-0.00440304;0.73022;0.078566;-1.23683;-0.136974;-1.23683;-0.25
;-1.47672;-0.890516;2.02328;0.0918915;0.664036;-0.00829325;0.664036;0.066066;-1.39802;-0.0311348;-1.39802;-0.25
;-1.44531;-0.890948;2.05469;0.0948823;0.591668;-0.00876608;0.591668;0.053566;-1.4842;-5.55112e-16;-1.4842;-0.25
;-1.41759;-0.891387;2.08241;0.0972481;0.516839;-0.00876608;0.516839;0.041066;-1.5;-5.55112e-16;-1.5;-0.25
;-1.39362;-0.891825;2.10638;0.0989889;0.441839;-0.00876608;0.441839;0.028566;-1.5;-5.55112e-16;-1.5;-0.25
;-1.37341;-0.892263;2.12659;0.100105;0.366839;-0.00876608;0.366839;0.016066;-1.5;-5.55112e-16;-1.5;-0.25
;-1.35694;-0.892702;2.14306;0.100596;0.291839;-0.00876608;0.291839;0.00356599;-1.5;-5.55112e-16;-1.5;-0.25
;-1.34422;-0.89314;2.15578;0.100461;0.216839;-0.00876608;0.216839;-0.00893401;-1.5;-5.55112e-16;-1.5;-0.25
;-1.33526;-0.893578;2.16474;0.0997021;0.141839;-0.00876608;0.141839;-0.021434;-1.5;-5.55112e-16;-1.5;-0.25
;-1.33004;-0.894017;2.16996;0.0983179;0.066839;-0.00876608;0.066839;-0.033931;-1.5;-5.55112e-16;-1.5;-0.249141
;-1.32857;-0.894455;2.17143;0.0963176;-0.00816102;-0.00876608;-0.00816102;-0.0458476;-1.5;-5.55112e-16;-1.5;-0.220854
;-1.33085;-0.894893;2.16915;0.0937734;-0.083161;-0.00876608;-0.083161;-0.0553497;-1.5;-5.55112e-16;-1.5;-0.152566
;-1.33689;-0.895332;2.16311;0.0908541;-0.158161;-0.00876608;-0.158161;-0.0606733;-1.5;-5.55112e-16;-1.5;-0.0642829
;-1.34667;-0.89577;2.15333;0.0877658;-0.233161;-0.00876608;-0.233161;-0.062428;-1.5;-5.55112e-16;-1.5;-0.0125708
;-1.3602;-0.896208;2.1398;0.0846377;-0.308161;-0.00876608;-0.308161;-0.0625941;-1.5;-5.55112e-16;-1.5;-1.66533e-16
;-1.37749;-0.896646;2.12251;0.081508;-0.383161;-0.00876608;-0.383161;-0.0625941;-1.5;-5.55112e-16;-1.5;-1.66533e-16
;-1.39852;-0.897085;2.10148;0.0783783;-0.458161;-0.00876608;-0.458161;-0.0625941;-1.5;-5.55112e-16;-1.5;-1.66533e-16
;-1.4233;-0.897523;2.0767;0.0752486;-0.533158;-0.00876608;-0.533158;-0.0625941;-1.49884;-5.55112e-16;-1.49884;-1.66533e-16
;-1.45182;-0.897961;2.04818;0.0721189;-0.607145;-0.00876608;-0.607145;-0.0625941;-1.44815;-5.55112e-16;-1.44815;-1.66533e-16
;-1.48394;-0.8984;2.01606;0.0689892;-0.676722;-0.00876608;-0.676722;-0.0625941;-1.32245;-5.55112e-16;-1.32245;-1.66533e-16
;-1.51936;-0.898838;1.98064;0.0658595;-0.73814;-0.00876608;-0.73814;-0.0625941;-1.12176;-5.55112e-16;-1.12176;-1.66533e-16
;-1.55756;-0.899276;1.94244;0.0627298;-0.787648;-0.00876608;-0.787648;-0.0625941;-0.846066;-5.55112e-16;-0.846066;-1.66533e-16
;-1.59787;-0.899715;1.90213;0.0596001;-0.821932;-0.00876608;-0.821932;-0.0625941;-0.53252;-5.55112e-16;-0.53252;-1.66533e-16
;-1.63952;-0.900153;1.86048;0.0564704;-0.842118;-0.00876608;-0.842118;-0.0625941;-0.287393;-5.55112e-16;-0.287393;-1.66533e-16
;-1.6819;-0.900591;1.8181;0.0533407;-0.851922;-0.00876608;-0.851922;-0.0625941;-0.117266;-5.55112e-16;-0.117266;-1.66533e-16
;-1.7246;-0.901029;1.7754;0.050211;-0.855094;-0.00876608;-0.855094;-0.0625941;-0.0221392;-5.55112e-16;-0.0221392;-1.66533e-16
;-1.76737;-0.901468;1.73263;0.0470813;-0.85537;-0.00876608;-0.85537;-0.0625941;0.00201206;-5.55112e-16;0.00201206;-1.66533e-16
;-1.81012;-0.901906;1.68988;0.0439516;-0.85421;-0.00876608;-0.85421;-0.0625941;0.0568847;-5.55112e-16;0.0568847;-1.66533e-16
;-1.85271;-0.902344;1.64729;0.0408219;-0.848432;-0.00876608;-0.848432;-0.0625941;0.186757;-5.55112e-16;0.186757;-1.66533e-16
;-1.89482;-0.902783;1.60518;0.0376922;-0.834284;-0.00876608;-0.834284;-0.0625941;0.39163;-5.55112e-16;0.39163;-1.66533e-16
;-1.93594;-0.903221;1.56406;0.0345625;-0.808019;-0.00876608;-0.808019;-0.0625941;0.671503;-5.55112e-16;0.671503;-1.66533e-16
;-1.97536;-0.903659;1.52464;0.0314328;-0.766432;-0.00876608;-0.766432;-0.0625941;0.983112;-5.55112e-16;0.983112;-1.66533e-16
;-2.01235;-0.904098;1.48765;0.0283031;-0.71094;-0.00876608;-0.71094;-0.0625941;1.22406;-5.55112e-16;1.22406;-1.66533e-16
;-2.04629;-0.904536;1.45371;0.0251734;-0.645276;-0.00876608;-0.645276;-0.0625941;1.39001;-5.55112e-16;1.39001;-1.66533e-16
;-2.07677;-0.904974;1.42323;0.0220437;-0.573189;-0.00876608;-0.573189;-0.0625941;1.48096;-5.55112e-16;1.48096;-1.66533e-16
;-2.10356;-0.905412;1.39644;0.018914;-0.498415;-0.00876608;-0.498415;-0.0625941;1.5;-5.55112e-16;1.5;-1.66533e-16
;-2.12661;-0.905851;1.37339;0.0157843;-0.423415;-0.00876608;-0.423415;-0.0625941;1.5;-5.55112e-16;1.5;-1.66533e-16
;-2.1459;-0.906289;1.3541;0.0126581;-0.348415;-0.00876608;-0.348415;-0.0622988;1.5;-5.55112e-16;1.5;0.018447
;-2.16145;-0.906727;1.33855;0.00958639;-0.273415;-0.00876608;-0.273415;-0.0600827;1.5;-5.55112e-16;1.5;0.0768626
;-2.17324;-0.907166;1.32676;0.0067148;-0.198415;-0.00876608;-0.198415;-0.0540109;1.5;-5.55112e-16;1.5;0.1668
;-2.18129;-0.907604;1.31871;0.00425258;-0.123415;-0.00876608;-0.123415;-0.0439646;1.5;-5.55112e-16;1.5;0.228384
;-2.18559;-0.908042;1.31441;0.00235299;-0.0484154;-0.00876608;-0.0484154;-0.0318392;1.5;-5.55112e-16;1.5;0.249969
;-2.18613;-0.908481;1.31387;0.00107353;0.0265846;-0.00876608;0.0265846;-0.0193392;1.5;-5.55112e-16;1.5;0.25
;-2.18293;-0.908919;1.31707;0.00041907;0.101585;-0.00876608;0.101585;-0.00683918;1.5;-5.55112e-16;1.5;0.25
;-2.17597;-0.909357;1.32403;0.000389611;0.176585;-0.00876608;0.176585;0.00566082;1.5;-5.55112e-16;1.5;0.25
;-2.16527;-0.909796;1.33473;0.000985151;0.251585;-0.00876608;0.251585;0.0181608;1.5;-5.55112e-16;1.5;0.25
;-2.15081;-0.910234;1.34919;0.00220569;0.326585;-0.00876608;0.326585;0.0306608;1.5;-5.55112e-16;1.5;0.25
;-2.13261;-0.910672;1.36739;0.00405123;0.401585;-0.00876608;0.401585;0.0431608;1.5;-5.55112e-16;1.5;0.25
;-2.11066;-0.91111;1.38934;0.00652177;0.476585;-0.00876608;0.476585;0.0556608;1.5;-5.55112e-16;1.5;0.25
;-2.08495;-0.911549;1.41505;0.00961732;0.551585;-0.00876608;0.551585;0.0681608;1.5;-5.55112e-16;1.5;0.25
;-2.0555;-0.911987;1.4445;0.0133379;0.626585;-0.00876608;0.626585;0.0806608;1.5;-5.55112e-16;1.5;0.25
;-2.0223;-0.912421;1.4777;0.0176834;0.701268;-0.00833946;0.701268;0.0931608;1.47617;0.0290716;1.47617;0.25
;-1.98542;-0.912766;1.51458;0.0226539;0.772957;-0.00460998;0.772957;0.105661;1.37889;0.132608;1.37889;0.25
;-1.94511;-0.912764;1.55489;0.0282495;0.837907;0.00617129;0.837907;0.118161;1.2066;0.311143;1.2066;0.25
;-1.9018;-0.911969;1.5982;0.03447;0.892368;0.0277544;0.892368;0.130661;0.959321;0.564679;0.959321;0.25
;-1.85611;-0.909747;1.64389;0.0413156;0.932589;0.0638041;0.932589;0.143161;0.637037;0.880709;0.637037;0.25
;-1.80885;-0.905336;1.69115;0.0487861;0.954821;0.114834;0.954821;0.155661;0.239821;1.14799;0.239821;0.25
;-1.76098;-0.898072;1.73902;0.0568816;0.956681;0.177354;0.956681;0.168161;-0.15292;1.34028;-0.15292;0.25
;-1.71347;-0.887472;1.78653;0.0656022;0.940779;0.247612;0.940779;0.180661;-0.470661;1.45756;-0.470661;0.25
;-1.66713;-0.873244;1.83287;0.0749477;0.910865;0.32186;0.910865;0.193161;-0.713402;1.49985;-0.713402;0.25
;-1.62256;-0.855276;1.87744;0.0849183;0.870689;0.39686;0.870689;0.205661;-0.881144;1.5;-0.881144;0.25
;-1.58017;-0.833558;1.91983;0.0955138;0.824001;0.47186;0.824001;0.218161;-0.973885;1.5;-0.973885;0.25
