    ts      x      y      z   roll  pitch    yaw     vx     vy     vz     wx     wy     wz     ax     ay     az    dwx    dwy    dwz
 0.0050000  -1.0000000  -0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   0.0000006  -0.0000006   0.0000006   0.0000000   0.0000000   0.0000000   0.0003750  -0.0003750   0.0003750   0.0000000   0.0000000   0.0000000
 0.0100000  -1.0000000  -0.0000000   1.0000000   0.0000000   0.0000000   0.0000000   0.0000050  -0.0000050   0.0000050   0.0000000   0.0000000   0.0000000   0.0015000  -0.0015000   0.0015000   0.0000000   0.0000000   0.0000000
 0.0150000  -1.0000000  -0.0000001   1.0000000   0.0000000   0.0000000   0.0000000   0.0000169  -0.0000169   0.0000169   0.0000000   0.0000000   0.0000000   0.0033750  -0.0033750   0.0033750   0.0000000   0.0000000   0.0000000
 0.0200000  -1.0000000  -0.0000002   1.0000000   0.0000000   0.0000000   0.0000001   0.0000400  -0.0000400   0.0000400   0.0000000   0.0000000   0.0000000   0.0060000  -0.0060000   0.0060000   0.0000000   0.0000000   0.0000000
 0.0250000  -1.0000000  -0.0000005   1.0000000   0.0000000   0.0000000   0.0000002   0.0000781  -0.0000781   0.0000781   0.0000000   0.0000000   0.0000000   0.0093750  -0.0093750   0.0093750   0.0000000   0.0000000   0.0000000
 0.0300000  -0.9999990  -0.0000010   1.0000000   0.0000000   0.0000000   0.0000004   0.0001350  -0.0001350   0.0001350   0.0000000   0.0000000   0.0000000   0.0135000  -0.0135000   0.0135000   0.0000000   0.0000000   0.0000000
 0.0350000  -0.9999980  -0.0000019   1.0000000   0.0000000   0.0000000   0.0000006   0.0002141  -0.0002144   0.0002134   0.0000000   0.0000000   0.0000000   0.0181089  -0.0183750   0.0177563   0.0000000   0.0000000   0.0000000
 0.0400000  -0.9999970  -0.0000032   1.0000000   0.0000000   0.0000000   0.0000008   0.0003149  -0.0003200   0.0003113   0.0000000   0.0000000   0.0000000   0.0220904  -0.0240000   0.0212689   0.0000000   0.0000000   0.0000000
 0.0450000  -0.9999950  -0.0000051   1.0000100   0.0000000   0.0000000   0.0000010   0.0004338  -0.0004556   0.0004249   0.0000000   0.0000000   0.0000000   0.0253219  -0.0303750   0.0240315   0.0000000   0.0000000   0.0000000
 0.0500000  -0.9999920  -0.0000078   1.0000100   0.0000000   0.0000000   0.0000012   0.0005669  -0.0006250   0.0005504   0.0000000   0.0000000   0.0000000   0.0278034  -0.0375000   0.0260442   0.0000000   0.0000000   0.0000000
